Index,Book Name,Author,Rating,Number of Votes,Score,Image
808,"Lords of Pain (Royals of Forsyth University, #1)",Angel Lawson,4.02,"38,202",141,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
809,The Latinist,Mark Prins,3.42,"3,348",141,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
810,Perhaps the Stars,Ada Palmer,4.33,"2,364",141,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
811,The Wind Knows My Name,Isabel Allende,4.02,"44,359",140,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
812,"Dead Drop (The Guild, #2)",Tate James,4.48,"10,841",139,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
813,"When Stars Collide (Chicago Stars, #9)",Susan Elizabeth Phillips,3.81,"14,221",139,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
814,"Lost Hills (Eve Ronin, #1)",Lee Goldberg,4.18,"26,912",137,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
815,The Children's Blizzard,Melanie Benjamin,3.95,"21,866",137,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
816,The Anomaly,Hervé Le Tellier,3.8,"57,388",136,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
817,"A Private Cathedral (Dave Robicheaux, #23)",James Lee Burke,4.02,"7,054",135,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
818,Alone With You in the Ether,Olivie Blake,3.81,"88,980",135,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
819,"Lightning Strike (Cork O’Connor, #0)",William Kent Krueger,4.27,"26,940",135,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
820,Under the Rainbow,Celia Laskey,3.73,"3,690",134,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
821,Sorrow and Bliss,Meg Mason,4.09,"108,336",134,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
822,The Best of Me,David Sedaris,4.21,"23,925",134,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
823,"How the Penguins Saved Veronica (Veronica McCreedy, #1)",Hazel Prior,4.1,"39,561",133,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
824,No Cure for Being Human: And Other Truths I Need to Hear,Kate Bowler,4.13,"22,486",132,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
825,Dress Coded,Carrie Firestone,4.17,"6,202",132,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
826,Uncanny Valley,Anna Wiener,3.64,"34,001",131,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
827,"Glow (The Plated Prisoner, #4)",Raven Kennedy,4.16,"84,235",131,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
828,"Voices from the Pandemic: Americans Tell Their Stories of Crisis, Courage and Resilience",Eli Saslow,4.55,494,130,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
829,Golden Girl,Elin Hilderbrand,4.16,"155,415",129,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
830,The Queen of Paris: A Novel of Coco Chanel,Pamela Binnings Ewen,4.03,"5,611",128,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
831,"A Dance with the Fae Prince (Married to Magic, #2)",Elise Kova,3.85,"31,993",127,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
832,Funny Farm: My Unexpected Life with 600 Rescue Animals,Laurie Zaleski,4.28,"8,067",127,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
833,Watercress,Andrea Wang,4.53,"5,020",127,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
834,"A Sunlit Weapon (Maisie Dobbs, #17)",Jacqueline Winspear,4.27,"15,349",127,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
835,Layover,Emily Henry,4.53,"7,011",127,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
836,Dust Child,Nguyễn Phan Quế Mai,4.24,"13,200",127,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
837,Pride of Eden,Taylor Brown,3.93,535,126,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
838,The Drowning Kind,Jennifer McMahon,3.82,"27,473",126,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
839,Find Me in Havana,Serena Burdick,3.7,"1,255",126,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
840,"A Treacherous Tale (Cambridge Bookshop, #2)",Elizabeth Penney,4.07,718,126,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
841,I Hope This Finds You Well: Poems,Kate Baer,4.28,"8,915",126,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
842,Trans: When Ideology Meets Reality,Helen Joyce,4.28,"2,887",125,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
843,"Gild (The Plated Prisoner, #1)",Raven Kennedy,3.59,"183,875",125,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
844,"Defy the Night (Defy the Night, #1)",Brigid Kemmerer,4.13,"60,737",125,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
845,The Family Game,Catherine Steadman,3.84,"71,233",125,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
846,Nora Goes Off Script,Annabel Monaghan,4.09,"156,171",125,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
847,"King of Battle and Blood (Adrian x Isolde, #1)",Scarlett St. Clair,3.72,"127,041",124,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
848,Kings of Anarchy (Brutal Boys of Everlake Prep #3),Caroline Peckham,4.4,"19,898",124,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
849,"The Governess (Royal Outsiders, #1)",Wendy Holden,3.77,"5,225",123,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
850,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,4.43,"100,914",123,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
851,Seven Perfect Things,Catherine Ryan Hyde,4.35,"32,527",123,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
852,Sisters of the Lost Nation,Nick Medina,3.88,"7,567",123,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
853,Meet Me at the Lake,Carley Fortune,3.69,"267,135",123,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
854,Officer Clemmons,François S. Clemmons,3.93,"1,642",122,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
855,The Great Divide,Cristina Henríquez,3.69,"14,820",122,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
856,"Book of Night (Book of Night, #1)",Holly Black,3.54,"72,718",121,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
857,"Gold (The Plated Prisoner, #5)",Raven Kennedy,4.1,"41,236",120,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
858,All's Well,Mona Awad,3.74,"27,657",120,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
859,The It Girl,Ruth Ware,3.85,"264,295",120,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
860,All In: An Autobiography,Billie Jean King,4.32,"4,775",119,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
861,"Smoke Bitten (Mercy Thompson, #12)",Patricia Briggs,4.43,"33,332",119,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
862,The Last Lifeboat,Hazel Gaynor,4.32,"6,696",118,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
863,The Soulmate Equation,Christina Lauren,"really liked it
4.00","255,638",117,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
864,Star of Persia:,Jill Eileen Smith,4.35,898,116,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
865,"Undercover Epicenter Nurse: How Fraud, Negligence, and Greed Led to Unnecessary Deaths at Elmhurst Hospital",Erin Marie Olszewski,4.19,272,116,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
866,Chronicles from the Land of the Happiest People on Earth,Wole Soyinka,3.16,994,116,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
867,Clash of Steel: A Treasure Island Remix,C.B. Lee,4.01,"2,138",115,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
868,"The Murder of Mr. Wickham (Mr. Darcy & Miss Tilney, #1)",Claudia Gray,3.69,"17,954",114,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
869,Cartier's Hope,M.J. Rose,3.67,"1,522",113,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
870,All the Frequent Troubles of Our Days: The True Story of the American Woman at the Heart of the German Resistance to Hitler,Rebecca Donner,4.31,"4,855",113,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
871,"Broken Bonds (The Bonds that Tie, #1)",J. Bree,4.15,"116,244",112,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
872,The Vaster Wilds,Lauren Groff,3.77,"33,290",112,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
873,From The Foster House To The White House,Terrence Williams,4.6,726,110,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
874,"Paladin's Strength (The Saint of Steel, #2)",T. Kingfisher,4.23,"14,580",110,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
875,"Outside, Inside",LeUyen Pham,4.48,"2,226",110,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
876,After Annie,Anna Quindlen,4.02,"26,065",110,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
877,The Deep: We all know the story of the Titanic . . . don't we?,Alma Katsu,3.33,"10,816",109,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
878,The Oldest Student: How Mary Walker Learned to Read,Rita Lorraine Hubbard,4.61,"3,499",109,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
879,"Classified: The Secret Career of Mary Golda Ross, Cherokee Aerospace Engineer",Traci Sorell,4.12,711,109,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
880,The Many Daughters of Afong Moy,Jamie Ford,3.87,"25,565",109,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
881,A Most English Princess: A Novel of Queen Victoria's Daughter,Clare McHugh,3.71,"1,909",108,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
882,"Pucking Around (Jacksonville Rays, #1)",Emily Rath,3.82,"145,959",108,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
883,"Kings of Quarantine (Brutal Boys of Everlake Prep, #1)",Caroline Peckham,4.19,"27,832",107,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
884,"Snotgirl, Vol. 3: Is This Real Life?",Bryan Lee O'Malley,3.78,"3,028",107,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
885,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,3.57,"34,518",107,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
886,Did Ye Hear Mammy Died? A Memoir,Séamas O'Reilly,4.13,"7,384",106,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
887,Beautiful Country: A Memoir,Qian Julie Wang,4.18,"35,803",105,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
888,Oh William!,Elizabeth Strout,3.86,"84,037",105,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
889,Travelers Along the Way: A Robin Hood Remix,Aminah Mae Safi,3.88,"1,041",105,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
890,The Nurse's Secret,Amanda Skenandore,4.15,"28,332",105,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
891,"Fox Creek (Cork O’Connor, #19)",William Kent Krueger,4.21,"15,699",105,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
892,So Many Beginnings: A Little Women Remix,Bethany C. Morrow,3.91,"3,138",102,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
893,"Invisible Child: Poverty, Survival & Hope in an American City",Andrea Elliott,4.71,"16,663",101,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
894,All Good People Here,Ashley Flowers,3.84,"264,361",101,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
895,Figure It Out,Wayne Koestenbaum,3.59,223,100,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
896,"The Lost Boys of London (Bianca Goddard Mysteries, #5)",Mary Lawrence,4.39,112,100,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
897,After The Storm,Natalie P. Jenkins,3.4,5,100,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
898,Before I Called You Mine,Nicole Deese,4.27,"3,849",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
899,You Exist Too Much,Zaina Arafat,3.64,"17,992",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
900,The Glass Magician,Caroline Stevermer,3.36,905,100,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
901,Sunbathing I Want To,Nicholas Dolinger,3.36,11,100,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
902,The Renascent World,Carryn W. Kerr,4.29,35,100,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
903,"The Duke of Diamonds (A Lady to Suit, #1)",Emily Windsor,4.16,"1,852",100,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
904,I Am Not Your Slave: A Memoir,Tupa Tjipombo,4.58,302,100,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
905,A Traveler at the Gates of Wisdom,John Boyne,3.66,"5,145",100,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
906,"Wraithblade (The Wraithblade Saga, #1)",S.M. Boyce,4.41,"3,460",100,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
907,The Living Dead,George A. Romero,3.79,"2,952",100,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
908,Unseen City,Amy Shearn,3.9,327,100,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
909,The Salon of Exiled Artists in California,Núria Añó,4.1,10,100,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
910,The Book of Moods: How I Turned My Worst Emotions Into My Best Life,Lauren Martin,3.84,"4,239",100,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
911,"The Ever Cruel Kingdom (The Never Tilting World, #2)",Rin Chupeco,3.98,"1,942",100,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
912,The Portrait of a Mirror,A. Natasha Joukovsky,3.61,"2,930",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
913,"Unlocked (Keeper of the Lost Cities, #8.5)",Shannon Messenger,4.25,"24,193",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
914,The Castle of Tangled Magic,Sophie Anderson,4.01,"2,081",100,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
915,A Necessary Blessing,Sarah Head,3.95,73,100,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
916,The Briarmen,Joseph A. Chadwick,4.21,519,100,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
917,The House of Dust,Noah Broyles,3.6,710,100,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
918,Before Familiar Woods,Ian Pisarcik,3.7,"1,837",100,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
919,"My Contrary Mary (Mary, #1)",Cynthia Hand,3.9,"5,070",100,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
920,Bad Best Friend,Rachel Vail,4.14,618,100,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
921,Everything You Wanted,Nina Raman,3.68,100,100,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
922,"Deianira Queen of Laires Rellik (Deianira, #1)",Lorenzo James,3.86,7,100,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
923,"The Duchess (Royal Outsiders, #2)",Wendy Holden,3.98,"2,318",100,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
924,Chaos and Grime: A Year in the Life of a Chinese City,Jacob Acerbi,2.83,47,100,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
925,"Flock (The Ravenhood, #1)",Kate Stewart,4.12,"187,033",100,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
926,Με λάθος σκιά,Φάνης Παπαγεωργίου,"it was amazing
5.00",4,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
927,"Redeeming Justice: From Defendant to Defender, My Fight for Equity on Both Sides of a Broken System",Jarrett Adams,4.79,594,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
928,De Duistere Bank: De schokkende ontmaskering van Deutsche Bank,David Enrich,3.97,"5,225",100,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
929,"Innate Magic (Marrowbone Spells, #1)",Shannon Fay,3.67,"2,382",100,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
930,Live Yet Another Day,Niveditha Praveen,4.56,59,100,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
931,The Unexpected Gate: Chapter 1-“The Journey Begins”,Saravanan Shanmugam,4.33,3,100,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
932,"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred",Chanda Prescod-Weinstein,4.11,"3,802",100,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
933,"In Search of a Prince (In Search of a Prince, #1)",Toni Shiloh,4.19,"1,418",100,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
934,Pirate's Protector (Sentinels of Savannah #7),Lisa Kessler,4.05,93,100,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
935,"Moonflower Murders (Susan Ryeland, #2)",Anthony Horowitz,4.06,"54,199",100,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
936,Afterlift,Chip Zdarsky,3.64,568,100,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
937,The Nine Lives of Rose Napolitano,Donna Freitas,3.69,"7,975",100,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
938,Sunset,Jessie Cave,4.11,"10,404",100,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
939,The Alpha's Son (The Alpha's Son #1),Penny Jessup,3.37,"4,430",100,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
940,"Stealing Infinity (Stolen Beauty, #1)",Alyson Noel,3.74,"3,432",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
941,The Family Roe: An American Story,Joshua Prager,4.13,"2,400",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
942,The Goddess of Nothing At All,Cat Rector,4.13,801,100,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
943,MUTTS,Olivia Pritchard,4.71,24,100,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
944,Notes on a Silencing: A Memoir,Lacy Crawford,4.25,"8,952",100,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
945,The Old Coal Miner's Lamp,Vicky Peplow,4.62,94,100,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
946,"A Song Below Water (A Song Below Water, #1)",Bethany C. Morrow,3.74,"11,675",100,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
947,Forty-Ninth,Boris Pronsky,4.27,113,100,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
948,Not in Search of Love,Kashish Aggarwal,4.31,42,100,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
949,Existential Physics: A Scientist's Guide to Life's Biggest Questions,Sabine Hossenfelder,3.91,"2,538",100,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
950,"Under a Veiled Moon (Inspector Corravan, #2)",Karen Odden,4.21,597,100,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
951,She Chose to Love,Yvette Dulo,3.71,77,100,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
952,The End of Men,Christina Sweeney-Baird,3.78,"19,780",100,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
953,"The Obsidian Tower (Rooks and Ruin, #1)",Melissa Caruso,3.82,"3,586",100,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
954,"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin's Wrath",Bill Browder,4.34,"23,815",100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
955,The Grey Wolf,Julie Mannino,4.71,55,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
956,The Backrooms,Morgan Solis,3.49,78,100,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
957,"Of Fire and Ash (The Fireborn Epic, #1)",Gillian Bronte Adams,4.35,417,100,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
958,The Engagement Party,Finley Turner,3.42,"2,426",100,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
959,Small Angels,Lauren Owen,3.67,"7,200",100,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
960,Watch Over Me,Nina LaCour,3.84,"13,113",100,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
